Platform ,Gender,Category,Price range,Delivery Charge,Product Name,Review,Star
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,নতুন হিসাবে চার্জ তারাতারি কাটে । এক্ষেত্রে আরো উন্নতি করা উচিত।,3
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,ভালো তবে যা মনে করেছি তেমন হয় নি সাউন্ড কোয়ালিটি একবারে বাজে।,3
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,শোকাল মার্কেটের চেয়ে দাম অনেক বেশি পড়ছে।তবে কোয়ালিটি ভালো।,3
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,চার্জ খুব কম যাচ্ছে 😤 এমনটা আশা করি নি,3
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,আছে মোটামুটি ভালো।,3
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,"আলহামদুলিল্লাহ ভালো প্রোডাক্ট,,, কম দামে অরজিনাল প্রোডাক্টটি পেয়েছি,,, চার্জ ব্যাকআপ ও ভালো,, আপনারা নিতে পারেন।। আমি ১৪-১৫ দিন পরে রিভিউ দিলাম।।",4
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,যেমন দেখেছি তেমনি পাইছি। কিন্তু একটাতে সাউন্ড একটু কম হয়।আপনারা চাইলে নিতে পারেন। সাউন্ড কোয়ালিটি ভালো আছে।,4
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,আমি এটা কিনেছি ডেলিবারি 6 তারিখে কিন্তু পেয়েছে 9 তারিখে একটা প্রবলেম সাউন্ড কোয়ালিটি ভালো কিন্তু নোটিফিকেশন আসলে সাউন্ড অটোমেটিক বেড়ে যায়,4
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,"প্রোডাক্ট হাতে পেয়ে তেমন হ্যাপি হতে পারলাম না, কেননা প্রথমে নেয়া প্রোডাক্ট আর পরে নেয়া প্রোডাক্ট (সবুজ লিখা ডিসপ্লে) এর মাঝে অনেকটা পার্থক্য আছে । কিছুদিন ব্যাবহার করেই বুঝতে পারব কেমন কাজ করতেছে....",4
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,৮৫০ টাকা হিসেবে ভাল ৷ বাজেট কম থাকলে কিনতে পারেন ৷ তবে সাইজ একটু বড় ৷ ব্যটারি ব্যকআপ ভাল ৷,4
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,"আমার কাছে প্রোডাক্টি ভালো লাগছে 💓 👉 আমি একটানা ৪ ঘণ্টা+ চালিয়েছি 👉 Box একবার চার্জ দিলে, এয়ার ফোন ৪ থেকে ৫ বার ফুল চার্জ দিতে পারবেন। 👉 সাউন্ড কোয়ালিটি ভালো আছে ☺️ আমার মতে নিতে পারেন",4
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,প্রোডাক্টই ভাল কিন্তু প্যাকেজিং অনেক বাজে ছিল।। ছেরা এবং ভেজা।। সিলেট থেকে অর্ডার করার প্রায় এক সপ্তাহ পর পেয়েছি।।,4
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,ধন্যবাদ দারাজ অনেক তারাতাড়ি ডেলিভারি দেওয়ার জন্য প্রোডাক্ট সুন্দর ভাবেই পেয়েছি। বাকি টা চালানোর পর বুঝতে পারবো সাউন্ড কোয়ালিটি অনেক ভালো,4
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,প্রডাক্ট কোয়ালিটি খুবি ভালো চার্জ থাকে অস্থির।আপনার নিশ্চিন্তে নিতে পরেন।,4
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,সুন্দরভাবে প্যাক করা ছিল। ৫ দিনে ডেলিভারি পেয়েছি। দাম অনুযায়ী প্রোডাক্টের কোয়ালিটি বেশ ভালো। দেখতে খুব সুন্দর। মাত্র ১০ % চার্জে দুইটা এয়ার ডট ফুল চার্জ হয়েছে। আশা করি একবার বক্স চার্জ থেকে ৩-৪ বার ফুল চার্জ করা যাবে। সাউন্ড কোয়ালিটি বেশ ভালো। বেজটা ঠিক ঠাক ছিলো। তবে কলিং এর ক্ষেত্রে আরো ইমপ্রুভ করা দরকার। ধন্যবাদ সেলার এবং দারাজ কে।,4
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,অনেক ভালো ছিলো।আপনারা নিতে পারেন।দারুন,4
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,প্রাইজ হিসেবে ঠিকই আছে৷,4
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,"১. বেজ নেই। তবে ক্লিয়ার এবং হাই সাউন্ড। ২. ফাস্ট ডেলিভারি কিন্তু কেস এর ঢাকনাটা লুস ছিলো , মনে হচ্ছে ইউজড করা, ঢাকনা খোলার পর প্রথম চার্জ ছিলো ৯২% । ৩. দাম অনুযায়ী প্রোডাক্ট এভারেজ । ৪. ফুল সাউণ্ড দিয়ে ১ ঘন্টা চালানোর পর ৪% চার্জ কমেছে।",4
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,প্রোডাক্ট ঠিক আছে জোশ।ভয়েস কোয়ালিটি ও ভালো। কানে দিলে বাহিরের কোন শব্দ শোনা যায় না।চার্জিং ক্যাবল ছিলো প্যাকিং ও ভালো ছিল। আর সেলার তো আগে থেকেই পরিচিত।,4
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,আলহামদুলিল্লাহ ৬/৮/২১ তারিখ অর্ডার করে ৮/৮/২১ ইং পন্য হাতে পেয়েছি। একদিন ব্যাবহার করার পর রিভিউ দিলাম। দুইটা একসাথে চালাতে সমস্যা হয়।গান শুনলে গান ছেড়ে দেয় আবার চালু হয়৷ আবার মাঝে মধ্যে বন্ধ হয়৷ কিন্তু একটা চালানোর সময় ভালই চলে সাউন্ড কোয়ালিটি ভাল।,4
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,"দাম অনুযায়ী ভালো প্রডাক্ট, সাউন্ড কোয়ালিটি ও খারাপ না, চার্জ ও সন্তুষ্ট জনক। কিন্তু যারা ভাবছেন এটা দিয়ে প্রেমিক/প্রেমিকার সাথে ফিস ফিস করে কথা বলবেন 😜 তাদের এটা না নেওয়ার পরামর্শ থাকবে ; কারণ এটা দিয়ে কথা বলতে গেলে একটু জোড়ে বলতে হয়, না হলে অপজিটে থাকা ব্যাক্তি ভালো বুঝতে পারেনা৷ যাইহোক ধন্যবাদ জানাই দারাজ + সেলার কে ; ঢাকার বাহিরে ৪/৫ দিনে ডেলিভারি দেওয়ার জন্য।",4
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,অর্ডার দেওয়া কালীন মনের মধ্যে কিছুটা হিমসিম অবস্থা থাকলেও শেষে বুঝতে পারলাম দারাজ এর অনেকটাই কথা কাজ এ মিল আছে। thanks for daraz🙂,4
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,সব কিছুই ভালো পেয়েছি। দেখতেও অসাধারণ কিন্তু মাজে মাজে হেডফোনে কেমন জানি শব্দ হয়। এই জন্য ৪ স্টার দিলাম আশা করবো প্রডাক্ট এর মান আরো উন্নত করবেন।,4
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,"গত বছরের এপ্রিল মাসের দুই তারিখের প্রোডাক্ট দিয়ে দিছে, যেটা পার হয়ে গেছে এক বছর অলরেডি, যার ফলে এটা প্যাকেট ওপেন করে দেখি যে কোন চার্জ নেই, তারপর এক ঘন্টা চার্জে লাগানোর পরে দেখলাম যে আস্তে আস্তে চার্জ উঠতেছে এক পারসেন্ট করে, ভেরি স্যাড প্রথমে প্রোডাক্ট এর জন্য অনেক দুঃখ পেয়েছিলাম, নাও দুদিন ব্যবহার করছি, নাও লিটল হ্যাপি।",4
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,অনেক ভালো একটা প্রোডাক্ট ছিলো৷ ব্যাবহার করে মজা পেয়েছি। ধন্যবাদ দারাজ।,4
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,সবই ভালো কিন্তু বাম পাসের স্পিকারে সমস্যা একটু ডিফেক্ট সাউন্ড দেয়,4
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,"মোটামটি ভালো, প্রথম দিন চার্জ হুট করেই কমে গেসিলো পরে ঠিক হইসে",4
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,মনের মত একটা প্রোডাক্ট পেলাম। সেলার কে অনেক অনেক ধন্যবাদ।,4
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,"খুবই সুন্দর একটা জিনিস ,দাম অনুযায়ী ঠিক আছে ,নিতে পারেন",4
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,বাহ্হ অনেক সুন্দর। Quality টাও অনেক ভালো ছিলো।,4
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,ওভার অল মোটামুটি বাট কানে ফিট হইতেছে না,4
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,অনেক ভালো ছিলো,4
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,"১) প্যাকেজিং ভাল ছিল। ২) অল্প দামে খুব ভাল প্রোডাক্ট। ৩) প্রোডাক্ট'টি ভাল কাজ করছে। ৪) প্রোডাক্ট'টি মজবুত আছে, দ্রুত চার্জ হয়। ৫) দুই দিনের মধ্যেই ডেলিভারি দেওয়ার জন্য দারাজ'কে ধন্যবাদ।",5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,প্রডাক্ট কোয়ালিটি অনেক ভাল।রাইডারকে অনেক ধন্যবাদ।মাত্র 3 দিনে ডেলিভারি পেয়েছি।এটাই আমার দারাজ থেকে প্রথম অর্ডার।চার্জিং সিষ্টেম অনেক ভালো।অনেক ভালো একটা প্রোডাক্ট আপনারা নিতে পারেন।সাউন্ড কোয়ালিটি অনেক ভাল।,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,দুই রকম দুইটা একটা বাজে আরেকটা বাজেনা আগেতো ঘের ঘের করতো এখন বাজেনা উপর দিয়ে ফিটফাট ভিতরে সদর ঘাট রিটার্ন করেছিলাম ক্যা করেদিয়েসে,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,"আলহামদুলিল্লাহ,,,, যা আশা করেছিলাম তার থেকে অনেক ভালো পেয়েছি,,,, মাত্র 3 দিনে হাতে পেয়েছি,,,, সবকিছুই ঠিকঠাক ভাবে কাজ করছে,,,, কিন্তু এটা দিয়ে কথা বলতে একটু সমস্যা করে,,, এছাড়া সবকিছু আমার কাছে ভাল মনে হচ্ছে,,",5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,এক কথায় অসাধারণ সাউন্ড কোয়ালিটি অনেক ভাল। চাইছিলাম নেভি ব্লু কালার দিছে কালো কালার নেভি ব্লু কালার টা দিলে হয়তো বেশি খুশি হইতাম। ধন্যবাদ সেলার ও দারাজ কে।,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,"আলহামদুলিল্লাহ, আলহামদুলিল্লাহ, আলহামদুলিল্লাহ ভয় পাইতে ছিলাম যদি ডুপ্লিকেট প্রডাক্ট হয় কিন্তু না। *** পূরো অরিজিনাল প্রডাক্ট। 3 দিনে পেয়েছি অনেক তারা তারি ধন্নবাদ সেলার কে। দেখতেই পাইতেসেন ছবিতে। সেলার অনেক আন্তরিক আপ্নারা চাইলে নিতে পারেন ভালো।",5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,আলহামদুলিল্লাহ দাম অনুযায়ী অনেক ভালো প্রোডাক্ট ছিল। অনেক ধন্যবাদ দারাজকে। আপনারাও চাইলে অর্ডার করতে পারেন।,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,প্রোডাক্ট টা ভাল কিন্তু দশ মিটারের যায়গায় তিন মিটার রেন্জ পায়,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,আলহামদুলিল্লাহ প্রোডাক্ট হাতে পেলাম অনেক ভালো thank you Daraz and thank you seller bhai,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,কম দামে ভালো প্রডাক্ট দেওয়ার জন্য দারাজ এর সেলার কে অনেক অনেক ধন্যবাদ 🥰🥰🥰🥰🥰🥰অর্ডার দিয়ে তিন দিনের ভিতরে পেয়েছি 🥰🥰🥰🥰,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,ভেবেছিলাম Original পাবো না । তবে Original টাই পেয়েছি । ধন্যবাদ সেলার ভাই কে ।,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,"প্রডাক্ট ভালো। কিন্তু ব্যাটারি ব্যাকআপ এ একটু সমস্যা । ৫০% এর নিচে চার্জ খুজে পাই,না। বাকি সব ঠিক আছে। Thanks DARAZ",5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,wow!😍😍এক কথায় অসাধারণ 😍🤟😍😍🤟🤟❤️,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,"ভাই আপনারা কি দারাজ,মানুষের সাথে এবাবেই প্রতারনা করেন,,,আগে সুনতাম দারাজ মানুষের সাথে প্রতারনা করত,,,,এখন নিজেই তার প্রমান,,,,আজকে মাল হাতে পেলাম,, মাল পেয়েছি কিন্তু এটার কুন পাউয়ার আসছে না,,,,চলা থাক দুরের কথা,,,এরকম হলে কি কিছু অয়াডার দেওয়া যাবে,,,,,আমার এটা কি করবো এখন,,,এটা দারাজের নিকট আবেদন,,,,",5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,খুবই ভালো একটি প্রোডাক। প্যাকেটিং খুব সুন্দর ছিল কোনভাবেই নষ্ট হওয়ার সম্ভাবনা ছিল না। সেলার ভাইকে ধন্যবাদ। চাইলে আপনারও নিতে পারেন।,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,"দাম হিসাবে প্রোডক্ট অনেক ভালো। ব্যাবহার করে দেখলাম, চার্জ অনেক ভালো থাকে আর সাউন্ড কোয়ালিটি অ ভালো। নিতে পারেন সবাই।",5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,দাম হিসেবে অনেক ভালো একটি প্রোডাক্ট। কিছুক্ষণ আগে হাতে পেয়েছে। সব কিছু ঠিক ঠাক আছে। ধন্যবাদ দারাজ কে। আপনারা চাইলে নিতে পারেন। 🥰🥰,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,পেকেটিং ভালো ছিলো। দ্রুত পাইছি। charging টা কেমন যাই সেটাই দেখার বিষয়। খুব ভালো ছিল দারাজ কে ধন্যবাদ।,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,অসাধারণ অনেক ভালো লাগলো সাউন্ড কোয়ালিটি অনেক ভালো লেগেছে দেখতে অনেক সুন্দর। ধন্যবাদ সেরার ও দারাজ কে,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,জিনিস টি অরিজিনাল ও ভালো। অামি তো ভালোই পেয়েছি সেলার ভালো ছিলেন।বক্সে সবই ছিল।তবে কেবল টি চলে বাট ভালো কেবল ব্যবহার করবেন।তাহলে ভালো হবে বেশি।অার রেটিং এ ১০ এ ৯.৫ দিলাম।ধন্যবাদ দারাজকে ও সেলার কে।হোপ সো সব সেলার রা যেন অাপনাদের মতো অরিজিনাল জিনিস দিয়ে মানুষের সেবায় পাশে থাকে।,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,খুবই ভাল একটি প্রোডাক্ট M10 V5.1 BT Wireless আমি অর্ডার করার তিনদিন পরে হাতে পেয়েছি সাউন্ড কোয়ালিটি খুবই ভালো আর চার্জও থাকে লং টাইম আপনারাও নিতে পারেন চাইলে ধন্যবাদ দারাজ,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,অর্ডার করার একদিনের মাথায় ডেলিভারি পেয়েছি এক কথায় এতো ভালো প্রডাক্ট পাব আশা করিনি ধন্যবাদ দারাজকে.... বাডস এ ৪ঘন্টা চার্জ ছিলো সাউন্ড কোয়ালিটি অসাধারণ।,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,অনেক অনেক ধন্যবাদ দারাজ কে এই বাজেটের মধ্যে এত সুন্দর একটা ইয়ারফোন ডেলিভারি দেওয়ার জন্য খুবই সুন্দর বিশেষ করে আমি বলবো এর চার্জিং ক্ষমতা অনেক পাওয়ারফুল তিন দিনের মধ্যে ডেলিভারি পাইছি 12 দিন পরে রিভিউ দিলাম আপনারা চাইলে নিতে পারেন আমার কাছে অনেক ভাল মনে হয়েছে,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,TWS টা নেওয়ার প্রায় ১ বছর হতে চললো। এখনো খুব সুন্দর চলছে। চার্জ ব্যাকাপ ও নতুনের মত। সাউন্ড কোয়ালিটি দাম অনুযায়ী সন্তুষ্টজনক। ভ্যালু ফর মানি পোডাক্ট।,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,"এই প্রথম ধারাজ থেকে ভালো কিছু পেলাম। অনেক ধন্যবাদ সেলার কে অরিজিনাল পন্য ডেলিভারি দেয়ার জন্য। ডেলিভারি অনেক তারাতারি, ব্যাবহার অনেক ভালো।",5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,খুব ভালো একটি প্রডাক্ট। সাউন্ড কোয়ালিটি ও খুব ভালো। এক কথায় কম দামে ভালো প্রডাক্ট। খুবি কমসময়ে ডেলিভারি দিয়েছে। ধধন্যবাদ দারাজ কে।।।,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,ধন্যবাদ দারাজকে অনেক সুন্দর একটা পণ্য সঠিক সময় আমার নিকট পৌঁছে দেয়ার জন্য।,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,আলহামদুলিল্লাহ...৫ দিন পরে রিভিউ দিলম ভালো জিনিস টাই পেয়েছি....,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,প্যাকেজিং ভালো ছিল না। যে প্যাকেট টা তে দিয়েছিল ওইটা চ্যাপটা হয়ে গিয়েছিল। কিন্তু ভিতরে কোন ড্যামেজ হয় নি। ওনেক ভালো হেডফোন। অরিজিনাল। ✌️✌️,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,Original Product নিতে পারেন। ৯ দিনের মধ্যে Delivery পেয়েছি। চার্য ভালোই যায়। Sound Quality Overall Good.,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,আলহামদুলিল্লাহ যেটা চেয়েছি সেটাই পেয়েছি। আজি প্রোডাক্টি হাতে পেলাম। আশা করছি ভালো চলবে।,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,হাতে পেয়ে অনেক ভালো লাগলো । যেমন আশা করেছিলাম তেমনি পেয়েছি । অনেক ভালো একটি প্রোডাক্ট ।,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,জেমোন্টা চেয়েছি তেমোন্টা পেয়েছি খুবি ভালো আপনারা নিতে পারেন আমি ভালো পেয়েছি,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,অনেক ভালো প্রোডাক্ট নিশ্চিন্তে নিতে পারেন বেস্ট সেলার ব্যবহার করে ভালো লাগবে অনেক ভালো একটা প্রোডাক্ট,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,"Tnq অনেক ভালো এটা, সাউন্ড কোয়ালিটি অনেক ভালো,চার ঘন্টা ব্যাটারি বেকাপ...",5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,খুব বাজে একটা প্রোডাক্ট কেউ নিবেন না আমি নিয়ে অনেক একটা বাঁশ খাইছি বক্সে চার্জ হয় না এবং ভালো কানেক্টিভিটি পাওয়া যায় না খুবই সমস্যা,1
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,প্রডাক্টটি অনেক ভালো চার্জ ভালো থাকে সাউন্ড কোয়ালিটি অনেক সুন্দর আমি প্রায় এক মাস ব্যবহার করার পরেই রিবিও দিলাম আপনারা চাইলে নিতে পারেন সেলার অনেক ভালো,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,দাম অনুযায়ী প্রোডাক্ট ভালো....তবে বেস কোয়ালিটি যদি আর একটু ভালো করা যায় তো এই দামে একেবারে সোনায় সোহাগার মতো ব্যাপার হবে...মোটকথা সব মিলিয়ে ফ্যান্টাসটিক একটা প্রোডাক্ট...২ দিন ব্যবহারের পর রিভিও দিলাম...যে কেউ নিলে প্রোডাক্ট কোয়ালিটিতে স্যাটিসফাইড হতে পারবেন ইনশাআল্লাহ....সেলার এবং ডেলিভারি ম্যান ২ টাই ভালো ছিলো,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,1 মাস ব্যাবহার করছি মাশাল্লাহ ভালই সেলার এবং ডেলিভারি ও প্যাকেজিং সব মিলিয়ে 100 তে 100 কোনো চিন্তা না করে অর্ডার করতে পারেন,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,"১৩ দিন ব্যবহার করার পরে রিভিউ দিচ্ছি,ব্যটারি ব্যকাপ ভালোইদিচ্ছে, সাউন্ড কোয়ালিটিও ভালো। ধন্যবাদ সেলারকে।",5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,অর্ডার করেছি M10 আর এই Seller আমাকে M10 এর প্যাকেটের ভিতর অন্য আরেকটা রেপ্লিকা প্রোডাক্ট দিয়ে পাঠিয়ে দিয়েছে । এরকম টা কাম্য নয়। কাস্টমার দের এরকম হ্যারেজম্যান্ট করা আপনাদের উচিত নয়। কেউই এই সেলারের কাছ থেকে প্রোডাক্ট কিনে প্রতারিত হবেন না। Not Recommended,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,"সব কিছু ভাল ছিল,সাউন্ড কোয়ালিটি অনেক ভাল,সমস্যা হল কানে ভাল ভাবে লাগেনা,যাদের কান ছোট তারা কিনবেন না,ধন্যবাদ সেলার,,,,",5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,৩ দিনের মধ্যে ডেলিভারি পেলাম. দেখে সব কিছুই ঠিক ঠাক লেগেছে বাকিটা ব্যবহারের পর বলতে পারবো..সবাই ভালো থাকুন সুস্থ থাকুন.,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,মাএ ২দিনে হাতে পেয়ে খুবই ভালো লাগলো..ধন্যবাদ দারাজ ও সেলারকে পন্যের গুন ও মান খুবই ভালো..এককথায় সাউন্ড অসাধারন,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,খুব ভালো মানের প্রডাক্ট। সাউন্ড কোয়ালিটি চার্জ দুটোই ভালো। এই সেলারের কাছে সেম প্রডাক্ট এর আগের নিয়েছি।,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,"প্রথমেই বলতে হচ্ছে ডেলিভারি র কথা ২ দিনে ডেলিভারি দিয়েছে যা সবচেয়ে চমৎকার ব্যাপার| বাডস গুলো দেখতে যেমন আকর্ষণীয় তেমনি ভালো| Gadgets lab কে অসংখ্য ধন্যবাদ, এইভাবেই তারা ক্রেতাদের মন জয় করে চলেছেন, দোয়া করি এগিয়ে যান অনেক দূর| যারা M 10 tws নেওয়ার কথা ভাবছেন Gadgets lab মানে এখান থেকেই নিবেন......১০০% Recommanded...... 5star rating for evengthing❤️ Take love ❤️ keep going.... Thank you gadgets lab and daraz........ Satisfied level maximam...... ALHAMDULILLAH ❤️❤️",5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,"আমার খুব পছন্দের একটি প্রোডাক্ট ও প্রোডাক্টটি পেয়ে খুব আনন্দিত,",5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,অনেক ভালো প্রডাক্ট এই দামে সেরা,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,ধন্যবাদ জানান সেলার কে খুবই ভালো একটা প্রডাক্ট দেওয়ার জন্য,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,এত বড় বক্স। প্রডাক্ট ভালই পেলাম।মনের মত পেলাম। ধন্যবাদ সবাইকে,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,"প্রথমেই সেলারকে অনেক অনেক ধন্যবাদ অরিজিনাল প্রোডাক্ট দেওয়ার জন্য, সত্যি অসাধারণ প্রোডাক্ট। সাউন্ডও খুবই ভালো, অনেকে বলে বেজ কম একেবারে ভুল কথা, এর থেকে বেজ বেশি হলে কানেই দেওয়া যাবেনা। যেমন ডিজাইন, তেমনই সাউন্ড, আর দামও কম আমি ১০/১০ দিবো সেলারকে",5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,"মাল টা ভালো করে চেক করে দিবেন না,নষ্ট জিনিস দিয়ে কি ভাবে মানুষকে ঠোকান? এইটা চেন্জ করবেন,",5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,অত্যন্ত ভালো একটি প্রোডাক্ট চাউন্ট কোয়ালিটি খুব ভালো।,5
Daraz,none,Headphone,501-800,free,M10 Tws Wireless Earphone Touch Bluetooth Earplugs,খুব ভালো প্রোডাক্ট সাউন্ড কোয়ালিটি বেশ ভালো আপনারা চাইলে নিতে পারেন ধন্যবাদ দারাজ 😊,5
